request_text,agree,already_returned_goods,already_tried,app_access_no_resident,are_you_robot,bank_operating_hours,block_only_specific_card,cant_make_payments,cant_pay_by_card,card_blocking,card_closing,card_withdrawal_fail,cash_and_goods_credit,cash_credit,cash_or_refinance_credit,change_lang_kz,change_lang_ru,change_trusted_number,check_balance,credit_limits,credit_monthly_salary,credit_repayment_documents,disagree,dont_know,early_credit_repayment,enter_app_with_trusted_number,explain_refill_options,extend_ATM_limit,extend_POS_limit,extend_card_limits,extend_internet_limit,goods_credit,how_collect_encumbrance,how_open_card,how_paid,insufficient_funds,is_there_overpayment,monthly_payment_amount,named_4_digits,need_plastic_card,new_phone,no_income_bonuses,not_now,not_remember,other_apps_work,other_encumbrance_sources,pension_receipt,pin_error,refill_atm,refill_bank_branch,refill_other_card,refill_terminal,reissue_card,repeat,return_goods_credit,salary_receipt,scum,talk_to_operator,unable,unblock_app,unofficial_OS,video_registration_fail,wait,what_code,what_is_it,what_is_trusted,what_repayment_documents,where_repair,which_bank,why,why_card_blocked,why_credit_refusal,wish_to_do_himself,wish_to_do_online,wish_to_use_without_reissue
маған счетымды айтты деймін ашылды ма ашылған жоқ па,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0
мен депозит аштырсам бола ма екен,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0
мен жолдасыма карта аштырайын деп едім,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
мен жаңағы кредит жөнінде блокталған карточкамды жөнде білгім келіп тұр,0.0,0.0,5.0,0.0,0.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,2.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,2.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,5.0,5.0,10.0,5.0,5.0,5.0,5.0
мен мынау осы халық банк бұғатталып тұр соны ашып беріңізші,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,8.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,5.0,10.0,5.0,5.0,5.0,8.0
менде карта бар ол бұғатталып тұр соны қалай ашады,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,8.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,5.0,0.0,5.0
менден народный банкте карточкам блокта жатыр неге онда неге менде карточка жоқ еді кеше просто ашып едім,5.0,0.0,5.0,0.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,5.0,8.0,0.0,5.0,2.0,5.0,5.0,2.0,5.0,0.0,0.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,0.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,8.0,2.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,8.0,5.0,5.0,5.0,8.0
менің балаларым ақшасы түскен еді соны қалай шешуге болады мен каспийімді ашқанмын ғой бірақ мына жақта аудармай тұр каспиім жауып болғаннан кейін ограничение қойған еді де,2.0,0.0,5.0,0.0,0.0,2.0,3.0,5.0,8.0,5.0,5.0,5.0,5.0,5.0,0.0,2.0,2.0,5.0,2.0,0.0,2.0,0.0,5.0,5.0,0.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,0.0,5.0,5.0,5.0,5.0,2.0,2.0,0.0,0.0,3.0,5.0,5.0,8.0,5.0,2.0,5.0,0.0,2.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,0.0,5.0,5.0,0.0,2.0,2.0,3.0,5.0,2.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
менің балама карта ашу керек,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
менің банкомат карточкам құлттанып қалыпты соны ашып бересіздер ме,5.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,8.0,5.0,8.0,10.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,10.0,5.0,5.0,5.0,0.0,5.0,8.0,5.0,8.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,8.0,10.0,5.0,10.0,5.0,5.0,5.0,5.0,8.0,8.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,10.0,0.0,5.0,5.0,10.0
менің картам жабылып қалған соны ашуым керек,5.0,0.0,8.0,5.0,0.0,5.0,5.0,5.0,10.0,8.0,10.0,10.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,10.0,5.0,8.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,8.0,5.0,8.0,5.0,10.0,0.0,5.0,5.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,8.0,10.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,10.0,0.0,8.0,5.0,10.0
менің картамды блокировкадан ашып жіберейік қалай ашсақ болады,5.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,10.0,5.0,5.0,10.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,10.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,8.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,8.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,10.0,5.0,10.0
менің картамды ашу керек еді бұғаттал,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,8.0
менің карточкам блокировкаға түсіп қалды соны ашу керек болып тұр,5.0,0.0,8.0,5.0,0.0,2.0,5.0,10.0,10.0,9.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,9.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,8.0,8.0,10.0,5.0,10.0,0.0,0.0,5.0,0.0,8.0,5.0,5.0,5.0,0.0,5.0,10.0,10.0,0.0,5.0,5.0,5.0,5.0,0.0,2.0,0.0,5.0,5.0,10.0,5.0,5.0,5.0,10.0
менің карточкам блокировкада тұрып қалған соны через телефон арқылы мен аша аламын ба блокировкадан карточка банкоматта қалып кеткен,5.0,0.0,8.0,5.0,0.0,5.0,5.0,10.0,10.0,5.0,8.0,10.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,10.0,0.0,5.0,5.0,9.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,9.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,8.0,10.0,10.0,5.0,10.0,5.0,5.0,8.0,5.0,8.0,8.0,5.0,5.0,0.0,0.0,9.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,10.0,0.0,8.0,9.0,9.0
менің папамның счеты жабылып қалды қалай ашсақ болады,0.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,8.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,8.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,10.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,10.0
менің счетымды құлтып тастапты соны ашу керек,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,8.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,9.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,10.0
менің халық банк карточкам,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
менің халық банктің счетым бұғатта тұр екен соны ашу керек болып тұр,5.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,10.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,10.0,0.0,5.0,5.0,8.0
менің халық банкім ашылмай тұр соткамнан ашылмай тұр авто автотранзакция дей ме сондай болып тұр,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,2.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,2.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,2.0,0.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0
менің халық банкім қылттанып қалды соны ашып беріңіздерші болды,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,10.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,8.0,10.0,5.0,5.0,10.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,10.0,5.0,0.0,5.0,8.0
мына карточканың телефоны орнату керек,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
мынадан карта не ашу керек еді карта,5.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,10.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
міне міне әзір открыть новый картаны бастым приложениеде,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0
на мой это сообщение пришло что мне услуги банка тысяча тенге я должна я тысячу тенге отправила свой счет банк вот это на свою карту без конца мне сообщение приходит что услуги банка тысяча тенге я должна,2.0,2.0,5.0,0.0,0.0,2.0,0.0,5.0,5.0,0.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,5.0,5.0,2.0,5.0,0.0,0.0,2.0,5.0,5.0,8.0,8.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,2.0,0.0,5.0,8.0,2.0,0.0,5.0,5.0,2.0
не менде карточка бар ғой народный банктің карточкасы сол вообще қолданып көрмегесін таба алмай тұрмын қайда екенін новыйдан новыйдан карточка ашасың ба сұрадым,5.0,0.0,5.0,5.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,8.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,8.0,9.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,0.0,5.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,5.0,5.0,2.0,5.0,5.0,5.0
народный банк счетым ограничение доступ болып тұр ашып бересіз бе,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,5.0,5.0,2.0,8.0,5.0,5.0,8.0,2.0,5.0,5.0,5.0,5.0,8.0,2.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
не шотымды ашық бересіз бе,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
онлайн ашуға болады ғой,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
оны жабық тұрған карта ғой жабылып қалған карта соны қалай ашуға ашып бересіздер ме,5.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,8.0,5.0,8.0,8.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,10.0,5.0,5.0,0.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,0.0,0.0,5.0,8.0,0.0,5.0,5.0,5.0,5.0,0.0,2.0,0.0,5.0,5.0,10.0,5.0,5.0,5.0,9.0
оны қалай ашамын,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
операция по картам карта бойынша операция жасап едім,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
операции по карте,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ошибка входа введения некорректированный логин пароль или устройство не является доверенных деп тұр картымды аша алмай отырм паролім,2.0,0.0,5.0,5.0,5.0,0.0,2.0,8.0,8.0,5.0,5.0,8.0,5.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,5.0,8.0,0.0,5.0,0.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,2.0,5.0,2.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,8.0,5.0,5.0,10.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,8.0,5.0,5.0,8.0,5.0,5.0,8.0,8.0,5.0,0.0,5.0,5.0,8.0,3.0,5.0,5.0,5.0
саламатсыз ба біз мынау новый телефон алған едік соған халық банкті аша алмай жатырмыз мамын жинафон ба беріңізші ірідік қой,5.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,2.0,2.0,5.0,5.0,0.0,2.0,0.0,5.0,0.0,2.0,3.0,0.0,5.0,5.0,0.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,2.0,5.0,0.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,2.0,5.0,0.0,5.0,5.0,5.0,2.0,5.0,2.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0
саламатсыз ба маған карточкамды блоктан ашу керек,5.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,8.0,5.0,8.0,10.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,10.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,10.0,0.0,5.0,5.0,9.0
саламатсыз ба мына жерде балама күнделік кейзетпен халық карта ашайыншы десем аша алмай отырмын не себепті тексеріп бере аласыз ба,5.0,0.0,5.0,5.0,0.0,5.0,5.0,8.0,9.0,5.0,5.0,10.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,8.0,8.0,5.0,5.0,5.0,5.0
счет ашу керек,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
сәлеметсіз бе мен жаңа халық банктің карточкасына каспи банкке ақша аударғанмын не каспийға түскен жоқ переводтан қарасам в обработке деп тұр до сих пор почему так долго можно выяснить,5.0,5.0,5.0,3.0,2.0,5.0,0.0,8.0,8.0,2.0,3.0,8.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,8.0,2.0,3.0,5.0,5.0,9.0,5.0,5.0,5.0,5.0,0.0,8.0,5.0,5.0,8.0,8.0,8.0,8.0,2.0,5.0,8.0,5.0,5.0,8.0,5.0,8.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,8.0,5.0,5.0,0.0,8.0,8.0,8.0,5.0,5.0,8.0,5.0
сәлеметсіз бе мен ана халық банкінен менде комиссия тұрған үш мың теңге соны ұстап картамды ашасыздар ма,5.0,0.0,5.0,0.0,0.0,5.0,2.0,2.0,8.0,0.0,5.0,8.0,5.0,5.0,5.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,8.0,8.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,8.0,5.0,0.0,5.0,5.0,5.0
